id,active_period,informed_entity,cause,effect,header_text,description_text
293631,['start: 1549051324 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70023'}, {'agency_id': '', 'route_id': '', 'stop_id': '70041'}]",UNKNOWN_CAUSE,OTHER_EFFECT,"State Elevator 802 (Oak Grove platform to Forest Hills, Wonderland platforms) unavailable",Please use adjacent State Street Elevator 967.
301925,['start: 1554107400 '],"[{'agency_id': '1', 'route_id': '210', 'stop_id': ''}, {'agency_id': '1', 'route_id': '238', 'stop_id': ''}]",CONSTRUCTION,DETOUR,Routes 210 and 238 are detoured due to construction at Quincy Adams busway. Buses will pick up/drop off on Independence Ave where customers may use the existing pedestrian pathway to access Quincy Adams Station.,"Connections in both directions can be made at:
Franklin St @ Water St
Independence Ave @ Verchild St (Route 230 stops)
Centre St @ Liberty St

Missed stops:
Liberty St @ Water St (outbound)
Liberty St @ Penn St (outbound)
Quincy Adams (outbound)
Quincy Adams (inbound)
Liberty St @ Penn St (inbound)
Liberty St @ Water St (inbound)

Learn more at: mbta.com/southshore"
315842,['start: 1560206517 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70070'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-cntsq-ibmass'}]",MAINTENANCE,OTHER_EFFECT,Central Escalator 360 (Alewife platform to street) unavailable due to maintenance,
346133,['start: 1576056600 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70103'}, {'agency_id': '', 'route_id': '', 'stop_id': '70104'}]",UNKNOWN_CAUSE,OTHER_EFFECT,Quincy Adams Elevator 807 (lobby to parking garage) is closed for replacement.,Please see station personnel or use a station call box for assistance.
352844,['start: 1578936770 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70103'}, {'agency_id': '', 'route_id': '', 'stop_id': '70104'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-qamnl-burgin'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-qamnl-indep'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-qamnl-pickup'}]",CONSTRUCTION,OTHER_EFFECT,The two outer lanes at the Quincy Adams Garage toll plaza over Centre St are closed until further notice. Repairing the bridge is part of the South Shore Garage Project. More: https://www.mbta.com/south-shore-garages,
352912,['start: 1578999288 '],"[{'agency_id': '1', 'route_id': '57', 'stop_id': '962'}]",CONSTRUCTION,STOP_MOVED,Brighton Ave @ Linden St stop will relocate from the near to far side of Linden Street; to the front of 101-111 Brighton Avenue until futher notice due to ongoing construction.,"Affected routes:
57
57A"
360721,['start: 1585320097 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '141'}, {'agency_id': '', 'route_id': '', 'stop_id': '70061'}, {'agency_id': '', 'route_id': '', 'stop_id': '9070061'}, {'agency_id': '', 'route_id': '', 'stop_id': 'Alewife-01'}, {'agency_id': '', 'route_id': '', 'stop_id': 'Alewife-02'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-alfcl-alewife'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-alfcl-busway'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-alfcl-cambridgepark'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-alfcl-russell'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-alfcl-steel'}]",CONSTRUCTION,OTHER_EFFECT,"The Alewife Garage may have additional spaces taken to accelerate repairs while the demand for parking is low. Once parking demand increases, these spaces will be made available again to our riders.",
361304,['start: 1586266713 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70079'}, {'agency_id': '', 'route_id': '', 'stop_id': '70080'}, {'agency_id': '', 'route_id': '', 'stop_id': '74611'}, {'agency_id': '', 'route_id': '', 'stop_id': '74617'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-sstat-atlantic'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-sstat-bus'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-sstat-dewey'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-sstat-finctr'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-sstat-main'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-sstat-outmain'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-sstat-reserve'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-sstat-summer'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-sstat-usps'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2287'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2287-01'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2287-02'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2287-03'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2287-04'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2287-05'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2287-06'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2287-07'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2287-08'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2287-09'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2287-10'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2287-11'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2287-12'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2287-13'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2287-B'}]",CONSTRUCTION,OTHER_EFFECT,South Station Pedal & Park is closed due to construction. New bicycle racks are currently available on Atlantic Ave adjacent to the South Station main entrance.,
363926,['start: 1591173000 '],"[{'agency_id': '1', 'route_id': 'Green-E', 'stop_id': ''}]",CONSTRUCTION,UNKNOWN_EFFECT,Shuttle buses replace Green Line service between North Station and Lechmere until Spring 2022 to allow for work on the Green Line Extension and the Lechmere Viaduct Rehabilitation Project.,"The shuttle buses at North Station are located on Nashua St at the entrance to Avalon North Station. Please allow for extra travel time. All shuttle buses and stops are accessible.

Affected stops:
Lechmere
Science Park/West End
North Station"
364390,['start: 1592728200 '],"[{'agency_id': '1', 'route_id': '325', 'stop_id': ''}]",UNKNOWN_CAUSE,DETOUR,Route 325 service remains suspended until further notice. Riders can use Routes 100 or 101 to connect to the Orange Line for downtown service.,
364393,['start: 1592728200 '],"[{'agency_id': '1', 'route_id': '326', 'stop_id': ''}]",UNKNOWN_CAUSE,DETOUR,"Route 326 service remains suspended until further notice. Riders can use Routes 94, 95, 101, or 134 to connect to the Orange Line or Red Line for downtown service.",
364395,['start: 1592728200 '],"[{'agency_id': '1', 'route_id': '352', 'stop_id': ''}]",UNKNOWN_CAUSE,DETOUR,Route 352 service remains suspended until further notice. Riders can use Route 350 to connect to the Red Line or Route 354 for service to downtown Boston and North Burlington.,
366972,['start: 1594930820 '],"[{'agency_id': '1', 'route_id': '170', 'stop_id': ''}]",UNKNOWN_CAUSE,DETOUR,Route 170 service remains suspended until further notice,
366979,['start: 1594931230 '],"[{'agency_id': '1', 'route_id': '434', 'stop_id': ''}]",UNKNOWN_CAUSE,DETOUR,Route 434 service remains suspended until further notice,
369236,['start: 1598776200 '],"[{'agency_id': '1', 'route_id': '78', 'stop_id': ''}]",UNKNOWN_CAUSE,UNKNOWN_EFFECT,Route 78 notice: Weekday trips during the peak will serve Arlmont and omit Arlington Heights due to temporary suspension of Route 84.,
369239,['start: 1598776200 '],"[{'agency_id': '1', 'route_id': '84', 'stop_id': ''}]",UNKNOWN_CAUSE,DETOUR,Route 84 service remains suspended until further notice; peak Route 78 trips modified to serve Arlmont.,
369446,['start: 1598776200 '],"[{'agency_id': '1', 'route_id': '503', 'stop_id': ''}]",UNKNOWN_CAUSE,DETOUR,Route 503 service remains suspended until further notice. Route 501 is extended to serve Copley Sq/Back Bay as an alternative.,
369447,['start: 1598776200 '],"[{'agency_id': '1', 'route_id': '502', 'stop_id': ''}]",UNKNOWN_CAUSE,DETOUR,"Route 502 service remains suspended until further notice. For alternate service, use Route 504; nearly all trips are extended to serve Copley Sq/Back Bay.",
369449,['start: 1598776200 '],"[{'agency_id': '1', 'route_id': '62', 'stop_id': ''}, {'agency_id': '1', 'route_id': '627', 'stop_id': ''}]",UNKNOWN_CAUSE,DETOUR,Route 62 service remains suspended until further notice. All trips will operate as combined Route 62/76. Selected trips omit Hanscom Airport.,
369450,['start: 1598776200 '],"[{'agency_id': '1', 'route_id': '627', 'stop_id': ''}, {'agency_id': '1', 'route_id': '76', 'stop_id': ''}]",UNKNOWN_CAUSE,DETOUR,Route 76 service remains suspended until further notice. All trips will operate as combined Route 62/76. Selected trips omit Hanscom Airport.,
370913,['start: 1599813000 '],"[{'agency_id': '1', 'route_id': '1', 'stop_id': '93'}]",CONSTRUCTION,STOP_MOVED,The stop at Massachusetts Ave @ Newbury St has relocated to the far-side of Massachusetts Ave @ Boylston St (in front of Bank of America) due to construction.,"Affected routes:
1"
372389,['start: 1600936200 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70080'}, {'agency_id': '', 'route_id': '', 'stop_id': '74617'}]",MAINTENANCE,OTHER_EFFECT,South Station Elevator 927 (Alewife platform to Silver Line Drop-off platform) unavailable due to maintenance,"To exit the Red Line, take nearby South Station Elevator 919 to the Airport/Design Center/Chelsea platform, then use South Station Elevator 918 to access the lobby. To board the Red Line, take South Station Elevator 918 to the Airport/Design Center/Chelsea platform, then use South Station Elevator 919 to access the Alewife platform."
373217,['start: 1602491400 '],"[{'agency_id': '1', 'route_id': 'Red', 'stop_id': '70097'}, {'agency_id': '1', 'route_id': 'Red', 'stop_id': '70098'}]",UNKNOWN_CAUSE,UNKNOWN_EFFECT,"The Hancock Street lot is closed to allow for the construction of the North Quincy Garage. As an alternative, over 300 spaces are available in the Newport Avenue lot.","Affected routes:
Red Line"
381048,['start: 1612391392 '],"[{'agency_id': '1', 'route_id': 'CR-Fairmount', 'stop_id': ''}, {'agency_id': '1', 'route_id': 'CR-Fitchburg', 'stop_id': ''}, {'agency_id': '1', 'route_id': 'CR-Franklin', 'stop_id': ''}, {'agency_id': '1', 'route_id': 'CR-Greenbush', 'stop_id': ''}, {'agency_id': '1', 'route_id': 'CR-Haverhill', 'stop_id': ''}, {'agency_id': '1', 'route_id': 'CR-Kingston', 'stop_id': ''}, {'agency_id': '1', 'route_id': 'CR-Lowell', 'stop_id': ''}, {'agency_id': '1', 'route_id': 'CR-Middleborough', 'stop_id': ''}, {'agency_id': '1', 'route_id': 'CR-Needham', 'stop_id': ''}, {'agency_id': '1', 'route_id': 'CR-Newburyport', 'stop_id': ''}, {'agency_id': '1', 'route_id': 'CR-Providence', 'stop_id': ''}, {'agency_id': '1', 'route_id': 'CR-Worcester', 'stop_id': ''}]",UNKNOWN_CAUSE,UNKNOWN_EFFECT,All passengers over the age of two must wear a face covering when traveling on trains or at all railroad stations. Anyone who does not comply could be denied boarding and could be subject to penalties.,"Affected routes:
Fairmount Line
Fitchburg Line
Franklin Line
Greenbush Line
Haverhill Line
Kingston/Plymouth Line
Lowell Line
Middleborough/Lakeville Line
Needham Line
Newburyport/Rockport Line
Providence/Stoughton Line
Framingham/Worcester Line"
381950,"['start: 1638189000 end: 1638216000 ', 'start: 1638275400 end: 1638302400 ', 'start: 1638361800 end: 1638388800 ', 'start: 1638448200 end: 1638475200 ', 'start: 1638534600 end: 1638561600 ', 'start: 1638793800 end: 1638820800 ', 'start: 1638880200 end: 1638907200 ', 'start: 1638966600 end: 1638993600 ', 'start: 1639053000 end: 1639080000 ', 'start: 1639139400 end: 1639166400 ', 'start: 1639398600 end: 1639425600 ', 'start: 1639485000 end: 1639512000 ', 'start: 1639571400 end: 1639598400 ', 'start: 1639657800 end: 1639684800 ', 'start: 1639744200 end: 1639771200 ', 'start: 1640003400 end: 1640030400 ', 'start: 1640089800 end: 1640116800 ', 'start: 1640176200 end: 1640203200 ', 'start: 1640262600 end: 1640289600 ', 'start: 1640349000 end: 1640376000 ', 'start: 1640608200 end: 1640635200 ', 'start: 1640694600 end: 1640721600 ', 'start: 1640781000 end: 1640808000 ', 'start: 1640867400 end: 1640894400 ', 'start: 1640953800 end: 1640980800 ', 'start: 1641213000 end: 1641240000 ', 'start: 1641299400 end: 1641326400 ', 'start: 1641385800 end: 1641412800 ', 'start: 1641472200 end: 1641499200 ', 'start: 1641558600 end: 1641585600 ', 'start: 1641817800 end: 1641844800 ', 'start: 1641904200 end: 1641931200 ', 'start: 1641990600 end: 1642017600 ', 'start: 1642077000 end: 1642104000 ', 'start: 1642163400 end: 1642190400 ', 'start: 1642422600 end: 1642449600 ', 'start: 1642509000 end: 1642536000 ', 'start: 1642595400 end: 1642622400 ', 'start: 1642681800 end: 1642708800 ', 'start: 1642768200 end: 1642795200 ', 'start: 1643027400 end: 1643054400 ', 'start: 1643113800 end: 1643140800 ', 'start: 1643200200 end: 1643227200 ', 'start: 1643286600 end: 1643313600 ', 'start: 1643373000 end: 1643400000 ', 'start: 1643632200 end: 1643659200 ', 'start: 1643718600 end: 1643745600 ', 'start: 1643805000 end: 1643832000 ', 'start: 1643891400 end: 1643918400 ', 'start: 1643977800 end: 1644004800 ', 'start: 1644237000 end: 1644264000 ', 'start: 1644323400 end: 1644350400 ', 'start: 1644409800 end: 1644436800 ', 'start: 1644496200 end: 1644523200 ', 'start: 1644582600 end: 1644609600 ', 'start: 1644841800 end: 1644868800 ', 'start: 1644928200 end: 1644955200 ', 'start: 1645014600 end: 1645041600 ', 'start: 1645101000 end: 1645128000 ', 'start: 1645187400 end: 1645214400 ', 'start: 1645446600 end: 1645473600 ', 'start: 1645533000 end: 1645560000 ', 'start: 1645619400 end: 1645646400 ', 'start: 1645705800 end: 1645732800 ', 'start: 1645792200 end: 1645819200 ', 'start: 1646051400 end: 1646078400 ', 'start: 1646137800 end: 1646164800 ', 'start: 1646224200 end: 1646251200 ', 'start: 1646310600 end: 1646337600 ', 'start: 1646397000 end: 1646424000 ', 'start: 1646656200 end: 1646683200 ', 'start: 1646742600 end: 1646769600 ', 'start: 1646829000 end: 1646856000 ', 'start: 1646915400 end: 1646942400 ', 'start: 1647001800 end: 1647028800 ', 'start: 1647257400 end: 1647284400 ', 'start: 1647343800 end: 1647370800 ', 'start: 1647430200 end: 1647457200 ', 'start: 1647516600 end: 1647543600 ', 'start: 1647603000 end: 1647630000 ', 'start: 1647862200 end: 1647889200 ', 'start: 1647948600 end: 1647975600 ', 'start: 1648035000 end: 1648062000 ', 'start: 1648121400 end: 1648148400 ', 'start: 1648207800 end: 1648234800 ', 'start: 1648467000 end: 1648494000 ', 'start: 1648553400 end: 1648580400 ', 'start: 1648639800 end: 1648666800 ', 'start: 1648726200 end: 1648753200 ', 'start: 1648812600 end: 1648839600 ', 'start: 1649071800 end: 1649098800 ', 'start: 1649158200 end: 1649185200 ', 'start: 1649244600 end: 1649271600 ', 'start: 1649331000 end: 1649358000 ', 'start: 1649417400 end: 1649444400 ', 'start: 1649676600 end: 1649703600 ', 'start: 1649763000 end: 1649790000 ', 'start: 1649849400 end: 1649876400 ', 'start: 1649935800 end: 1649962800 ', 'start: 1650022200 end: 1650049200 ', 'start: 1650281400 end: 1650308400 ', 'start: 1650367800 end: 1650394800 ', 'start: 1650454200 end: 1650481200 ', 'start: 1650540600 end: 1650567600 ', 'start: 1650627000 end: 1650654000 ', 'start: 1650886200 end: 1650913200 ', 'start: 1650972600 end: 1650999600 ', 'start: 1651059000 end: 1651086000 ', 'start: 1651145400 end: 1651172400 ', 'start: 1651231800 end: 1651258800 ', 'start: 1651491000 end: 1651518000 ', 'start: 1651577400 end: 1651604400 ', 'start: 1651663800 end: 1651690800 ', 'start: 1651750200 end: 1651777200 ', 'start: 1651836600 end: 1651863600 ', 'start: 1652095800 end: 1652122800 ', 'start: 1652182200 end: 1652209200 ', 'start: 1652268600 end: 1652295600 ', 'start: 1652355000 end: 1652382000 ', 'start: 1652441400 end: 1652468400 ', 'start: 1652700600 end: 1652727600 ', 'start: 1652787000 end: 1652814000 ', 'start: 1652873400 end: 1652900400 ', 'start: 1652959800 end: 1652986800 ', 'start: 1653046200 end: 1653073200 ', 'start: 1653305400 end: 1653332400 ', 'start: 1653391800 end: 1653418800 ', 'start: 1653478200 end: 1653505200 ', 'start: 1653564600 end: 1653591600 ', 'start: 1653651000 end: 1653678000 ', 'start: 1653910200 end: 1653937200 ', 'start: 1653996600 end: 1654023600 ', 'start: 1654083000 end: 1654110000 ', 'start: 1654169400 end: 1654196400 ', 'start: 1654255800 end: 1654282800 ', 'start: 1654515000 end: 1654542000 ', 'start: 1654601400 end: 1654628400 ', 'start: 1654687800 end: 1654714800 ', 'start: 1654774200 end: 1654801200 ', 'start: 1654860600 end: 1654887600 ', 'start: 1655119800 end: 1655146800 ', 'start: 1655206200 end: 1655233200 ', 'start: 1655292600 end: 1655319600 ', 'start: 1655379000 end: 1655406000 ', 'start: 1655465400 end: 1655492400 ', 'start: 1655724600 end: 1655751600 ', 'start: 1655811000 end: 1655838000 ', 'start: 1655897400 end: 1655924400 ', 'start: 1655983800 end: 1656010800 ', 'start: 1656070200 end: 1656097200 ', 'start: 1656329400 end: 1656356400 ', 'start: 1656415800 end: 1656442800 ', 'start: 1656502200 end: 1656529200 ', 'start: 1656588600 end: 1656615600 ', 'start: 1656675000 end: 1656702000 ', 'start: 1656934200 end: 1656961200 ', 'start: 1657020600 end: 1657047600 ', 'start: 1657107000 end: 1657134000 ', 'start: 1657193400 end: 1657220400 ', 'start: 1657279800 end: 1657306800 ', 'start: 1657539000 end: 1657566000 ', 'start: 1657625400 end: 1657652400 ', 'start: 1657711800 end: 1657738800 ', 'start: 1657798200 end: 1657825200 ', 'start: 1657884600 end: 1657911600 ', 'start: 1658143800 end: 1658170800 ', 'start: 1658230200 end: 1658257200 ', 'start: 1658316600 end: 1658343600 ', 'start: 1658403000 end: 1658430000 ', 'start: 1658489400 end: 1658516400 ', 'start: 1658748600 end: 1658775600 ', 'start: 1658835000 end: 1658862000 ', 'start: 1658921400 end: 1658948400 ', 'start: 1659007800 end: 1659034800 ', 'start: 1659094200 end: 1659121200 ', 'start: 1659353400 end: 1659380400 ', 'start: 1659439800 end: 1659466800 ', 'start: 1659526200 end: 1659553200 ', 'start: 1659612600 end: 1659639600 ', 'start: 1659699000 end: 1659726000 ', 'start: 1659958200 end: 1659985200 ', 'start: 1660044600 end: 1660071600 ', 'start: 1660131000 end: 1660158000 ', 'start: 1660217400 end: 1660244400 ', 'start: 1660303800 end: 1660330800 ', 'start: 1660563000 end: 1660590000 ', 'start: 1660649400 end: 1660676400 ', 'start: 1660735800 end: 1660762800 ', 'start: 1660822200 end: 1660849200 ', 'start: 1660908600 end: 1660935600 ', 'start: 1661167800 end: 1661194800 ', 'start: 1661254200 end: 1661281200 ', 'start: 1661340600 end: 1661367600 ', 'start: 1661427000 end: 1661454000 ', 'start: 1661513400 end: 1661540400 ', 'start: 1661772600 end: 1661799600 ', 'start: 1661859000 end: 1661886000 ', 'start: 1661945400 end: 1661972400 ', 'start: 1662031800 end: 1662058800 ', 'start: 1662118200 end: 1662145200 ', 'start: 1662377400 end: 1662404400 ', 'start: 1662463800 end: 1662490800 ', 'start: 1662550200 end: 1662577200 ', 'start: 1662636600 end: 1662663600 ', 'start: 1662723000 end: 1662750000 ', 'start: 1662982200 end: 1663009200 ', 'start: 1663068600 end: 1663095600 ', 'start: 1663155000 end: 1663182000 ', 'start: 1663241400 end: 1663268400 ', 'start: 1663327800 end: 1663354800 ', 'start: 1663587000 end: 1663614000 ', 'start: 1663673400 end: 1663700400 ', 'start: 1663759800 end: 1663786800 ', 'start: 1663846200 end: 1663873200 ', 'start: 1663932600 end: 1663959600 ', 'start: 1664191800 end: 1664218800 ', 'start: 1664278200 end: 1664305200 ', 'start: 1664364600 end: 1664391600 ', 'start: 1664451000 end: 1664478000 ', 'start: 1664537400 end: 1664564400 ', 'start: 1664796600 end: 1664823600 ', 'start: 1664883000 end: 1664910000 ', 'start: 1664969400 end: 1664996400 ', 'start: 1665055800 end: 1665082800 ', 'start: 1665142200 end: 1665169200 ', 'start: 1665401400 end: 1665428400 ', 'start: 1665487800 end: 1665514800 ', 'start: 1665574200 end: 1665601200 ', 'start: 1665660600 end: 1665687600 ', 'start: 1665747000 end: 1665774000 ', 'start: 1666006200 end: 1666033200 ', 'start: 1666092600 end: 1666119600 ', 'start: 1666179000 end: 1666206000 ', 'start: 1666265400 end: 1666292400 ', 'start: 1666351800 end: 1666378800 ', 'start: 1666611000 end: 1666638000 ', 'start: 1666697400 end: 1666724400 ', 'start: 1666783800 end: 1666810800 ', 'start: 1666870200 end: 1666897200 ', 'start: 1666956600 end: 1666983600 ', 'start: 1667215800 end: 1667242800 ', 'start: 1667302200 end: 1667329200 ', 'start: 1667388600 end: 1667415600 ', 'start: 1667475000 end: 1667502000 ', 'start: 1667561400 end: 1667588400 ', 'start: 1667824200 end: 1667851200 ', 'start: 1667910600 end: 1667937600 ', 'start: 1667997000 end: 1668024000 ', 'start: 1668083400 end: 1668110400 ', 'start: 1668169800 end: 1668196800 ', 'start: 1668429000 end: 1668456000 ', 'start: 1668515400 end: 1668542400 ', 'start: 1668601800 end: 1668628800 ', 'start: 1668688200 end: 1668715200 ', 'start: 1668774600 end: 1668801600 ', 'start: 1669033800 end: 1669060800 ', 'start: 1669120200 end: 1669147200 ', 'start: 1669206600 end: 1669233600 ', 'start: 1669293000 end: 1669320000 ', 'start: 1669379400 end: 1669406400 ', 'start: 1669638600 end: 1669665600 ']","[{'agency_id': '1', 'route_id': '3233', 'stop_id': '8941'}, {'agency_id': '1', 'route_id': '3233', 'stop_id': '8942'}, {'agency_id': '1', 'route_id': '3233', 'stop_id': '8943'}, {'agency_id': '1', 'route_id': '3233', 'stop_id': '8944'}, {'agency_id': '1', 'route_id': '3233', 'stop_id': '8946'}, {'agency_id': '1', 'route_id': '33', 'stop_id': '8941'}, {'agency_id': '1', 'route_id': '33', 'stop_id': '8942'}, {'agency_id': '1', 'route_id': '33', 'stop_id': '8943'}, {'agency_id': '1', 'route_id': '33', 'stop_id': '8944'}, {'agency_id': '1', 'route_id': '33', 'stop_id': '8946'}]",CONSTRUCTION,DETOUR,Route 33 detoured until further notice every weekday from 07:30 AM to 03:00 PM due to construction. No service to Reservation Rd. Connect at River St @ Winslow St and Alwin St @ Stonehill Rd.,"Affected direction: Outbound

Bypassed stops:
Reservation Rd @ River St
229 Reservation Rd opp Thompson St
Reservation Rd @ Brainard St

Connections:
River St @ Winslow St
Alwin St @ Stonehill Rd"
382310,['start: 1612117759 '],"[{'agency_id': '1', 'route_id': 'Red', 'stop_id': '70103'}, {'agency_id': '1', 'route_id': 'Red', 'stop_id': '70104'}]",CONSTRUCTION,UNKNOWN_EFFECT,The Quincy Adams parking garage has re-opened with 500 spaces available. Additional spaces will be added as construction finishes up. Customers can access the garage via the Route 3 off ramp exit. The Burgin Parkway entrance remains closed.,"Beginning November 29, the parking lot across from the station will close. Please use the garage or adjacent surface lot as an alternative.

The Quincy Adams Garage drop-off and pick-up location will remain at its location within Level 1B. 

The garage will be PayByPhone / PayByPlate with no need to pay to exit. More information on how to pay for parking is available at mbta.com/parking. 

Affected routes:
Red Line"
383150,['start: 1613146377 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70030'}, {'agency_id': '', 'route_id': '', 'stop_id': '70031'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-sull-main'}]",CONSTRUCTION,OTHER_EFFECT,Sullivan Square Escalator 307 (Forest Hills platform to paid lobby) unavailable due to maintenance.,
