id,active_period,informed_entity,cause,effect,header_text,description_text
416660,['start: 1636968600 end: 1641022200 '],"[{'agency_id': '1', 'route_id': '86', 'stop_id': ''}, {'agency_id': '1', 'route_id': '91', 'stop_id': ''}]",UNKNOWN_CAUSE,UNKNOWN_EFFECT,"Effective Monday, Nov. 15: Washington St @ Franklin St stop will be closed. Please use Washington St @ Tufts or Washington St @ Myrtle instead.",
416956,['start: 1636544145 '],"[{'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2276'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2276-01'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2276-03'}]",MAINTENANCE,OTHER_EFFECT,Back Bay Escalator 142 (Commuter Rail tracks 1 and 3 to lobby) unavailable due to maintenance,
417161,['start: 1636634389 '],"[{'agency_id': '1', 'route_id': '34E', 'stop_id': '91618'}, {'agency_id': '1', 'route_id': '34E', 'stop_id': '92618'}, {'agency_id': '1', 'route_id': '34E', 'stop_id': '93618'}, {'agency_id': '1', 'route_id': '34E', 'stop_id': '94618'}, {'agency_id': '1', 'route_id': '34E', 'stop_id': '95618'}, {'agency_id': '1', 'route_id': '34E', 'stop_id': '96618'}, {'agency_id': '1', 'route_id': '34E', 'stop_id': '97618'}, {'agency_id': '1', 'route_id': '34E', 'stop_id': '98618'}]",CONSTRUCTION,DETOUR,Route 34E detoured due to construction. Connect at Main St @ Stone St and 624 Washington St opp Bird Middle School.,"Affected direction: Inbound

Bypassed stops:
East St @ Main St
East St @ School St
East St @ Diamond St
East St @ Eastover Rd
710 East St opp Kendall St
High Plain St @ Peach St

Connections:
Main St @ Stone St
624 Washington St opp Bird Middle School"
417285,['start: 1636718308 '],"[{'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70186'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70187'}]",MAINTENANCE,UNKNOWN_EFFECT,The stairs from Fenway station to Park Drive are closed due to maintenance. The station can be accessed via the walkway at Park Drive across from Riverway at the Landmark Center.,"Affected routes:
Green Line D branch"
417572,"['start: 1638610200 end: 1638689400 ', 'start: 1638696600 end: 1638775800 ', 'start: 1639215000 end: 1639294200 ', 'start: 1639301400 end: 1639380600 ', 'start: 1639819800 end: 1639899000 ', 'start: 1639906200 end: 1639985400 ']","[{'agency_id': '1', 'route_id': 'Red', 'stop_id': '70081'}, {'agency_id': '1', 'route_id': 'Red', 'stop_id': '70082'}, {'agency_id': '1', 'route_id': 'Red', 'stop_id': '70083'}, {'agency_id': '1', 'route_id': 'Red', 'stop_id': '70084'}, {'agency_id': '1', 'route_id': 'Red', 'stop_id': '70085'}, {'agency_id': '1', 'route_id': 'Red', 'stop_id': '70086'}, {'agency_id': '1', 'route_id': 'Red', 'stop_id': '70095'}, {'agency_id': '1', 'route_id': 'Red', 'stop_id': '70096'}]",MAINTENANCE,DETOUR,Shuttle buses replace Red Line service between JFK/UMass and Broadway on weekends through Dec 19.,"This diversion is in place to allow for track work to occur near Andrew Station. All shuttle buses are accessible to customers with disabilities, if you need assistance please see station personnel. 

Please note: Our countdown clocks and other real-time tracking tools may be inaccurate during this diversion. Customers should subscribe to T Alerts, follow us on Twitter @MBTA, or check our website for the latest service updates.
T Alerts Sign Up: alerts.mbta.com

Affected stops:
Broadway
Andrew
JFK/UMass"
417778,['start: 1636980631 '],"[{'agency_id': '1', 'route_id': '64', 'stop_id': '1079'}, {'agency_id': '1', 'route_id': '64', 'stop_id': '11971'}, {'agency_id': '1', 'route_id': '64', 'stop_id': '11972'}]",CONSTRUCTION,DETOUR,Route 64 detoured due to construction. Connect at Arthur St @ Guest St - Stop & Shop and Market St @ Vineland St.,"Affected direction: Outbound

Bypassed stops:
Guest St @ Life St

Connections:
Arthur St @ Guest St - Stop & Shop
Market St @ Vineland St"
418024,['start: 1638437400 end: 1638603000 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70078'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-dwnxg-hawley'}]",MAINTENANCE,OTHER_EFFECT,Downtown Crossing Elevator 891 (Oak Grove platform to Franklin Street) unavailable from Thu Dec 2 through Fri Dec 3 due to maintenance,"To exit, travel down the Summer St concourse towards the Charlie Card Store and Red Line, then turn left through the set of glass doors located next to the Charlie Card Store. Continue to the elevator that connects to the 101 Arch St lobby, then proceed to the Summer St exit. To board, travel to 101 Arch St on Summer St (across from Macy's) and use the elevator located in the rear-left corner of the lobby of access the Summer St concourse. At the concourse, turn right and proceed to the Oak Grove platform."
418025,['start: 1638178200 end: 1638430200 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70239'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-prmnl-prudential'}]",MAINTENANCE,OTHER_EFFECT,Prudential Elevator 920 (Heath Street platform to lobby) unavailable through Wed Dec 1 due to maintenance,"To exit, exit the train at Northeastern and proceed to the Lechmere platform, then take a Lechmere-bound train to Prudential and use Prudential Elevator 921. To board, use Prudential Elevator 921 to access the Lechmere platform. Take a Lechmere-bound train to Copley, then cross Boylston St to the westbound platform and transfer to a Heath Street-bound train. See station personnel at the Copley westbound lobby to gain entry at the faregate."
418252,['start: 1639215000 end: 1639380600 '],"[{'agency_id': '1', 'route_id': 'Orange', 'stop_id': '70036'}]",CONSTRUCTION,UNKNOWN_EFFECT,"Single track operation will be in effect at Oak Grove on the weekend of Dec 11 - 12, for the Oak Grove Station Accessibility Project. Customers will board and alight trains on Track 2, the Washington St side platform.","Affected routes:
Orange Line"
418713,"['start: 1638236700 end: 1638257400 ', 'start: 1638323100 end: 1638343800 ', 'start: 1638409500 end: 1638430200 ', 'start: 1638495900 end: 1638516600 ', 'start: 1638841500 end: 1638862200 ', 'start: 1638927900 end: 1638948600 ', 'start: 1639014300 end: 1639035000 ', 'start: 1639100700 end: 1639121400 ']","[{'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70160'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70161'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70162'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70163'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70164'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70165'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70166'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70167'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70168'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70169'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70170'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70171'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70172'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70173'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70174'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70175'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70176'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70177'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70180'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70181'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70182'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70183'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70186'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70187'}]",MAINTENANCE,DETOUR,"Shuttle buses replace D Branch service between Riverside and Fenway, Mon - Thu through Dec 9, beginning at 8:45 PM through the end of service.","All shuttle buses are accessible for persons with disabilities.
No Shuttles at Beaconsfield:
Why do shuttles skip Beaconsfield? Due to narrow roads near Beaconsfield, shuttles cannot safely stop there.
We recommend:
- Taking the Green Line C branch from Dean Road, about a 4-minute walk from Beaconsfield
- Accessing the Green Line D shuttle from Reservoir, about a 10-minute walk from Beaconsfield

Affected stops:
Fenway
Longwood
Brookline Village
Beaconsfield
Reservoir
Chestnut Hill
Newton Centre
Newton Highlands
Eliot
Waban
Woodland
Riverside"
418727,['start: 1637333047 '],"[{'agency_id': '1', 'route_id': 'Green-B', 'stop_id': '70196'}, {'agency_id': '1', 'route_id': 'Green-B', 'stop_id': '70200'}, {'agency_id': '1', 'route_id': 'Green-C', 'stop_id': '70197'}, {'agency_id': '1', 'route_id': 'Green-C', 'stop_id': '70200'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70198'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70200'}, {'agency_id': '1', 'route_id': 'Green-E', 'stop_id': '70199'}, {'agency_id': '1', 'route_id': 'Green-E', 'stop_id': '70200'}, {'agency_id': '1', 'route_id': 'Red', 'stop_id': '70075'}, {'agency_id': '1', 'route_id': 'Red', 'stop_id': '70076'}]",CONSTRUCTION,UNKNOWN_EFFECT,The entrance to Park Street Station at Tremont St and Winter St in front of the 7-Eleven is closed due to construction. The station can be accessed via the adjacent elevator or the main entrance across the street.,"Affected routes:
Green Line B branch
Green Line C branch
Green Line D branch
Green Line E branch
Red Line"
418731,['start: 1639042200 end: 1639207800 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70196'}, {'agency_id': '', 'route_id': '', 'stop_id': '70197'}, {'agency_id': '', 'route_id': '', 'stop_id': '70198'}, {'agency_id': '', 'route_id': '', 'stop_id': '70199'}]",MAINTENANCE,OTHER_EFFECT,Park Street Elevator 823 (Green Line underpass to Copley & West platform) unavailable from Thu Dec 9 through Fri Dec 10 due to maintenance,"To access the westbound platform (to Copley) from the northbound platform (to Government Center), proceed to the Winter St concourse and take Park Street Elevator 808 to the Red Line center platform, then use Park Street Elevator 979. To access the northbound platform (to Government Center) from the westbound platform (to Copley), proceed to the end of the platform and take Park Street Elevator 979 to the Red Line center platform. At the Red Line platform, proceed to the end of the platform and use Park Street Elevator 808 to access Winter St concourse and Green Line northbound platform."
418732,['start: 1638955800 end: 1639035000 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70047'}]",MAINTENANCE,OTHER_EFFECT,Airport Elevator 932 (Bowdoin platform to paid pedestrian bridge) unavailable on Wed Dec 8 due to maintenance,"To access the Wonderland platform or Airport busway from the Bowdoin platform, use Airport Elevator 955 located in the unpaid section of the Bremen St lobby. To access the Bowdoin platform or Bremen St lobby from the Wonderland platform, use Airport Elevator 956 located in the unpaid section of the busway lobby."
419146,['start: 1637609712 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70103'}, {'agency_id': '', 'route_id': '', 'stop_id': '70104'}]",MAINTENANCE,OTHER_EFFECT,Quincy Adams Elevator 806 (Lobby to parking garage) unavailable due to maintenance,Please see station personnel or use a station call box for assistance.
419282,['start: 1639042200 end: 1639121400 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70027'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-north-causewaye'}]",MAINTENANCE,OTHER_EFFECT,North Station Elevator 911 (Oak Grove platform to paid lobby) unavailable on Thu Dec 9 due to maintenance,"To exit, exit the train at Community College, then take a Forest Hills-bound train to North Station and use North Station Elevator 910. To board, use North Station Elevator 910 to access the Forest Hills platform, then take a Forest Hills-bound train to Haymarket. At Haymarket, proceed to the end of the platform and use Haymarket Elevator 905 to access the Orange Line underpass, then use Haymarket Elevator 907 to access the Oak Grove platform."
419320,['start: 1637689891 end: 1639899000 '],"[{'agency_id': '1', 'route_id': 'Green-B', 'stop_id': ''}]",UNKNOWN_CAUSE,UNKNOWN_EFFECT,Amory Street and the new Babcock Street B Branch stations are now open and the Boston University West and Saint Paul Street stations are now permanently closed.,
419373,['start: 1638666000 end: 1638689400 '],"[{'agency_id': '1', 'route_id': '741', 'stop_id': ''}, {'agency_id': '1', 'route_id': '742', 'stop_id': ''}, {'agency_id': '1', 'route_id': '743', 'stop_id': ''}, {'agency_id': '1', 'route_id': '746', 'stop_id': ''}]",MAINTENANCE,DETOUR,"SL1, SL2, and SL3 will operate at street level between Silver Line Way and South Station on Saturday, December 4 beginning at 8:00 PM through the end of service due to maintenance work at Courthouse station.","Silver Line buses are operating on surface roads due to maintenance work in the Transitway. 

Please note: Real-time tracking for Silver Line buses may be inaccurate at times during this diversion. Customers should subscribe to T Alerts or check our website for the latest service updates. 

T Alerts Sign Up: alerts.mbta.com
Schedules: https://www.mbta.com/schedules/bus 

Street Level Stop Locations:
Connections for South Station can be made on Summer St @ Atlantic Ave
Connections for World Trade Center Station can be made on Congress St @ World Trade Center Station
Connections for Courthouse Station can be made on Seaport Blvd (outbound side)
 
All shuttle bus stops are accessible for persons with disabilities. 
 
Affected stops:
South Station Silver Line - Outbound (outbound)
Courthouse - Outbound (outbound)
World Trade Center - Outbound (outbound)
Silver Line Way after Manulife Building (outbound)
Silver Line Way before Manulife Building (inbound)
World Trade"
419441,['start: 1638264600 end: 1638516600 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70022'}, {'agency_id': '', 'route_id': '', 'stop_id': '70023'}, {'agency_id': '', 'route_id': '', 'stop_id': '70041'}, {'agency_id': '', 'route_id': '', 'stop_id': '70042'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-state-state'}]",MAINTENANCE,OTHER_EFFECT,State Escalator 502 (Wonderland platform to Old State House) unavailable from Tue Nov 30 through Thu Dec 2 due to maintenance,
419442,['start: 1639387800 end: 1639467000 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70072'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-knncl-nbmain'}]",MAINTENANCE,OTHER_EFFECT,Kendall/MIT Elevator 866 (Alewife platform to Main Street) unavailable on Mon Dec 13 due to maintenance,"To exit, exit the train Harvard, then take an Ashmont or Braintree-bound train to Kendall/MIT and use Kendall/MIT Elevator 863. To board, cross Main St and use Kendall/MIT Elevator 863 to access the Ashmont/Braintree platform. Take an Ashmont or Braintree-bound train to Charles/MGH, then transfer to an Alewife-bound train."
419443,['start: 1639474200 end: 1639553400 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70071'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-knncl-sbmain'}]",MAINTENANCE,OTHER_EFFECT,Kendall/MIT Elevator 863 (Ashmont/Braintree platform to Main Street) unavailable on Tue Dec 14 due to maintenance,"To exit, exit the train Charles/MGH, then take an Alewife-bound train to Kendall/MIT and use Kendall/MIT Elevator 866. To board, cross Main St and use Kendall/MIT Elevator 866 to access the Alewife platform. Take an Alewife-bound train to Harvard, then transfer to an Ashmont or Braintree-bound train. Alternatively, take a Route 68 bus to Harvard to access the Red Line."
419450,['start: 1639187100 end: 1639380600 '],"[{'agency_id': '1', 'route_id': '741', 'stop_id': ''}, {'agency_id': '1', 'route_id': '742', 'stop_id': ''}, {'agency_id': '1', 'route_id': '743', 'stop_id': ''}, {'agency_id': '1', 'route_id': '746', 'stop_id': ''}]",MAINTENANCE,DETOUR,"SL1, SL2, and SL3 will operate at street level between Silver Line Way and South Station on the weekend of Dec 11 - 12, beginning Fri evening at 8:45 PM, for maintenance work at Courthouse station.","Silver Line buses are operating on surface roads due to maintenance work in the Transitway. 

Please note: Real-time tracking for Silver Line buses may be inaccurate at times during this diversion. Customers should subscribe to T Alerts or check our website for the latest service updates. 

T Alerts Sign Up: alerts.mbta.com
Schedules: https://www.mbta.com/schedules/bus 

Street Level Stop Locations:
Connections for South Station can be made on Summer St @ Atlantic Ave
Connections for World Trade Center Station can be made on Congress St @ World Trade Center Station
Connections for Courthouse Station can be made on Seaport Blvd (outbound side)
 
All shuttle bus stops are accessible for persons with disabilities. 
 
Affected stops:
South Station Silver Line - Outbound (outbound)
Courthouse - Outbound (outbound)
World Trade Center - Outbound (outbound)
Silver Line Way after Manulife Building (outbound)
Silver Line Way before Manulife Building (inbound)
World Trade"
419524,['start: 1638783000 end: 1638862200 '],"[{'agency_id': '1', 'route_id': 'CR-Fitchburg', 'stop_id': 'FR-0301'}, {'agency_id': '1', 'route_id': 'CR-Fitchburg', 'stop_id': 'FR-0361'}, {'agency_id': '1', 'route_id': 'CR-Fitchburg', 'stop_id': 'FR-0394'}, {'agency_id': '1', 'route_id': 'CR-Fitchburg', 'stop_id': 'FR-0451'}, {'agency_id': '1', 'route_id': 'CR-Fitchburg', 'stop_id': 'FR-0494-CS'}, {'agency_id': '1', 'route_id': 'CR-Fitchburg', 'stop_id': 'FR-3338-CS'}]",UNKNOWN_CAUSE,UNKNOWN_EFFECT,"Fitchburg Line notice: On Monday, December 6th, buses replace weekday train service between Littleton & Wachusett to allow for work on the PTC implementation project. Normal train service between Littleton & North Station.","Normal weekday train service will resume on Tuesday, December 7th.

Visit MBTA.com/PTC for more information on how this project will improve commuter rail safety and travel.

The dedicated diversion schedule is available online or for pick up at North Station."
419748,['start: 1638610200 end: 1638775800 '],"[{'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70160'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70161'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70162'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70163'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70164'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70165'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70166'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70167'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70168'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70169'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70170'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70171'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70172'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70173'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70174'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70175'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70176'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70177'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70180'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70181'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70182'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70183'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70186'}, {'agency_id': '1', 'route_id': 'Green-D', 'stop_id': '70187'}]",MAINTENANCE,DETOUR,"Shuttle buses replace D Branch service between Kenmore and Riverside this weekend, December 4 - December 5 from start to end of service.","This diversion is in place due to signal work.

All shuttle buses are accessible for persons with disabilities..

No Shuttles at Beaconsfield:

Why do shuttles skip Beaconsfield? Due to narrow roads near Beaconsfield, shuttles cannot safely stop there.

We recommend:
- Taking the Green Line C branch from Dean Road, about a 4-minute walk from Beaconsfield
- Accessing the Green Line D shuttle from Reservoir, about a 10-minute walk from Beaconsfield"
419870,['start: 1638189161 end: 1638218496 '],"[{'agency_id': '1', 'route_id': '116', 'stop_id': ''}, {'agency_id': '1', 'route_id': '116117', 'stop_id': ''}, {'agency_id': '1', 'route_id': '117', 'stop_id': ''}]",CONSTRUCTION,DETOUR,Routes 116 and 117 detoured due to construction. No outbound service on Broadway between Crescent St and Cabot St. Connect at Broadway @ Crescent Ave and Broadway @ Cabot St.,"Affected direction: Outbound

Bypassed stops:
Broadway @ Cary Ave
Broadway @ Parker St
Broadway @ Eleanor St
Broadway @ Green St
Broadway @ Webster Ave
Broadway @ Stockton St

Connections:
Broadway @ Crescent Ave
Broadway @ Cabot St"
419884,['start: 1638192001 end: 1638218496 '],"[{'agency_id': '1', 'route_id': '101', 'stop_id': '5072'}, {'agency_id': '1', 'route_id': '101', 'stop_id': '5328'}, {'agency_id': '1', 'route_id': '101', 'stop_id': '9028'}]",CONSTRUCTION,DETOUR,Routes 101 and 108 detoured due to construction. Connect at Malden Center and Pleasant St opp Russell St.,"Affected direction: Inbound

Bypassed stops:
Pleasant St @ Elm St

Connection
Malden Center
Pleasant St opp Russell St"
419886,['start: 1638192788 end: 1638219600 '],"[{'agency_id': '1', 'route_id': 'CR-Haverhill', 'stop_id': 'WR-0062'}, {'agency_id': '1', 'route_id': 'CR-Haverhill', 'stop_id': 'WR-0067'}, {'agency_id': '1', 'route_id': 'CR-Haverhill', 'stop_id': 'WR-0075'}, {'agency_id': '1', 'route_id': 'CR-Haverhill', 'stop_id': 'WR-0085'}, {'agency_id': '1', 'route_id': 'CR-Haverhill', 'stop_id': 'WR-0099'}]",UNKNOWN_CAUSE,OTHER_EFFECT,Please board all Haverhill Line trains on the inbound platform (Track 2) at Wyoming Hill through Wakefield until further notice.,"Affected stops:
Wyoming Hill
Melrose/Cedar Park
Melrose Highlands
Greenwood
Wakefield"
419900,['start: 1638199070 end: 1638218496 '],"[{'agency_id': '1', 'route_id': '83', 'stop_id': '2431'}, {'agency_id': '1', 'route_id': '83', 'stop_id': '2432'}, {'agency_id': '1', 'route_id': '83', 'stop_id': '2433'}, {'agency_id': '1', 'route_id': '83', 'stop_id': '2435'}, {'agency_id': '1', 'route_id': '83', 'stop_id': '2589'}, {'agency_id': '1', 'route_id': '83', 'stop_id': '2590'}, {'agency_id': '1', 'route_id': '83', 'stop_id': '2591'}]",CONSTRUCTION,DETOUR,Route 83 detoured due to construction. Connect at Somerville Ave opp Beacon Terr and Beacon St @ Washington St.,"Affected direction: Inbound

Bypassed stops:
Somerville Ave opp Elm St
Somerville Ave @ Sacramento St
594 Somerville Ave
Somerville Ave opp Central St
Park St @ Beacon St

Connections:
Somerville Ave opp Beacon Terr
Beacon St @ Washington St"
419901,['start: 1638199171 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70039'}, {'agency_id': '', 'route_id': '', 'stop_id': '70040'}]",MAINTENANCE,OTHER_EFFECT,Government Center Escalator 446 (Blue Line platform to Green Line platform) unavailable due to maintenance,
419912,['start: 1638203183 end: 1638218496 '],"[{'agency_id': '1', 'route_id': '350', 'stop_id': ''}]",UNKNOWN_CAUSE,OTHER_EFFECT,Route 350 experiencing delays of up to 20 minutes,
419913,['start: 1638203439 end: 1638218496 '],"[{'agency_id': '1', 'route_id': '32', 'stop_id': ''}, {'agency_id': '1', 'route_id': '3233', 'stop_id': ''}]",UNKNOWN_CAUSE,OTHER_EFFECT,Route 32 experiencing delays of up to 20 minutes,
419916,['start: 1638207978 end: 1638218496 '],"[{'agency_id': '1', 'route_id': '108', 'stop_id': ''}]",OTHER_CAUSE,OTHER_EFFECT,Route 108 experiencing delays of up to 20 minutes due to traffic,
419917,['start: 1638208003 end: 1638218496 '],"[{'agency_id': '1', 'route_id': '137', 'stop_id': ''}]",OTHER_CAUSE,OTHER_EFFECT,Route 137 experiencing delays of up to 20 minutes due to traffic,
419918,['start: 1638208011 end: 1638212100 '],"[{'agency_id': '1', 'route_id': 'CR-Newburyport', 'stop_id': ''}]",UNKNOWN_CAUSE,OTHER_EFFECT,Rockport Line Train 109 (12:05 pm from North Station) is operating 5-15 minutes behind schedule between Swampscott and Manchester due to a switch issue.,Affected direction: Outbound
419919,['start: 1638208418 end: 1638218496 '],"[{'agency_id': '1', 'route_id': '14', 'stop_id': ''}]",OTHER_CAUSE,OTHER_EFFECT,Route 14 experiencing delays of up to 20 minutes due to traffic,
419920,['start: 1638209138 end: 1638218496 '],"[{'agency_id': '1', 'route_id': '17', 'stop_id': ''}]",UNKNOWN_CAUSE,OTHER_EFFECT,Route 17 experiencing delays of up to 25 minutes,
