id,trip.trip_id,trip.route_id,trip.direction_id,trip.start_time,trip.start_date,trip.schedule_relationship,vehicle.id,vehicle.label,vehicle.license_plate,position.latitude,position.longitude,position.bearing,position.odometer,position.speed,current_stop_sequence,stop_id,current_status,timestamp,congestion_level,occupancy_status
y2027,49299588,86,1,13:10:00,20211129,SCHEDULED,y2027,2027,,42.352046966552734,-71.15171813964844,0.0,0.0,0.0,31,1083,IN_TRANSIT_TO,1638211323,UNKNOWN_CONGESTION_LEVEL,EMPTY
y1625,49323549,51,0,,20211129,SCHEDULED,y1625,1625,,42.3348388671875,-71.14871215820312,0.0,0.0,0.0,1,21917,IN_TRANSIT_TO,1638211271,UNKNOWN_CONGESTION_LEVEL,EMPTY
y1901,49181769,11,0,13:25:00,20211129,SCHEDULED,y1901,1901,,42.331275939941406,-71.04589080810547,0.0,0.0,0.0,20,260,IN_TRANSIT_TO,1638211317,UNKNOWN_CONGESTION_LEVEL,EMPTY
y1692,49323244,35,1,13:30:00,20211129,SCHEDULED,y1692,1692,,42.26396179199219,-71.1631088256836,12.0,0.0,0.0,11,766,IN_TRANSIT_TO,1638211325,UNKNOWN_CONGESTION_LEVEL,EMPTY
y1408,49370390,450,0,12:58:00,20211129,SCHEDULED,y1408,1408,,42.50239181518555,-70.92462158203125,45.0,0.0,0.0,49,14548,IN_TRANSIT_TO,1638211322,UNKNOWN_CONGESTION_LEVEL,EMPTY
G-10137,ADDED-1580963021,Green-C,0,13:23:02,20211129,ADDED,G-10137,3629,,42.348968505859375,-71.09327697753906,310.0,0.0,0.0,130,70151,INCOMING_AT,1638211323,UNKNOWN_CONGESTION_LEVEL,
y1632,49323130,34E,1,13:00:00,20211129,SCHEDULED,y1632,1632,,42.29224395751953,-71.12189483642578,38.0,0.0,0.0,84,640,IN_TRANSIT_TO,1638211320,UNKNOWN_CONGESTION_LEVEL,
y0852,49371036,117,1,13:34:00,20211129,SCHEDULED,y0852,0852,,42.40958023071289,-71.00045013427734,148.0,0.0,0.0,5,4733,IN_TRANSIT_TO,1638211325,UNKNOWN_CONGESTION_LEVEL,EMPTY
y1786,49182070,1,1,13:09:00,20211129,SCHEDULED,y1786,1786,,42.33271789550781,-71.0806884765625,0.0,0.0,0.0,22,62,IN_TRANSIT_TO,1638211327,UNKNOWN_CONGESTION_LEVEL,EMPTY
y2059,49300585,88,0,13:30:00,20211129,SCHEDULED,y2059,2059,,42.3881950378418,-71.10284423828125,0.0,0.0,0.0,11,2666,IN_TRANSIT_TO,1638211319,UNKNOWN_CONGESTION_LEVEL,EMPTY
y1909,49181969,66,1,,,SCHEDULED,y1909,1909,,42.33158493041992,-71.09526824951172,0.0,0.0,0.0,6,1357,IN_TRANSIT_TO,1638211305,UNKNOWN_CONGESTION_LEVEL,MANY_SEATS_AVAILABLE
y1862,49181977,15,0,,20211129,SCHEDULED,y1862,1862,,42.30815124511719,-71.06432342529297,90.0,0.0,0.0,1,15100,IN_TRANSIT_TO,1638211282,UNKNOWN_CONGESTION_LEVEL,EMPTY
G-10088,ADDED-1580963031,Green-D,0,12:57:21,20211129,ADDED,G-10088,3839-3619,,42.31779098510742,-71.21167755126953,270.0,0.0,2.0999999046325684,540,70167,INCOMING_AT,1638211309,UNKNOWN_CONGESTION_LEVEL,
y1970,49467873,91,0,13:25:00,20211129,SCHEDULED,y1970,1970,,42.38420486450195,-71.07664489746094,0.0,0.0,0.0,1,29012,IN_TRANSIT_TO,1638211316,UNKNOWN_CONGESTION_LEVEL,EMPTY
y1217,49394547,28,0,13:10:00,20211129,SCHEDULED,y1217,1217,,42.299888610839844,-71.08651733398438,197.0,0.0,0.0,20,417,IN_TRANSIT_TO,1638211326,UNKNOWN_CONGESTION_LEVEL,
G-10111,49245638-20:45-2BKHFenwayReservoirGLBNoGLX2,Green-E,0,13:34:00,20211129,SCHEDULED,G-10111,3717-3810,,42.353050231933594,-71.06456756591797,200.0,0.0,0.0,100,70157,INCOMING_AT,1638211216,UNKNOWN_CONGESTION_LEVEL,
G-10061,49245636-20:45-2BKHFenwayReservoirGLBNoGLX2,Green-E,0,13:19:00,20211129,SCHEDULED,G-10061,3856-3646,,42.33790969848633,-71.0950698852539,225.0,0.0,5.199999809265137,610,70245,STOPPED_AT,1638211281,UNKNOWN_CONGESTION_LEVEL,
y1984,49300740,88,1,13:33:00,20211129,SCHEDULED,y1984,1984,,42.39420700073242,-71.12068176269531,49.0,0.0,0.0,10,2674,IN_TRANSIT_TO,1638211322,UNKNOWN_CONGESTION_LEVEL,EMPTY
y1800,49182340,23,1,13:21:00,20211129,SCHEDULED,y1800,1800,,42.32307434082031,-71.08248138427734,344.0,0.0,0.0,22,395,IN_TRANSIT_TO,1638211325,UNKNOWN_CONGESTION_LEVEL,EMPTY
y2069,49468032,111,0,13:44:00,20211129,SCHEDULED,y2069,2069,,42.36231994628906,-71.05684661865234,135.0,0.0,0.0,1,8309,IN_TRANSIT_TO,1638211316,UNKNOWN_CONGESTION_LEVEL,EMPTY
y1648,49323006,34,0,13:15:00,20211129,SCHEDULED,y1648,1648,,42.26598358154297,-71.15202331542969,220.0,0.0,0.0,21,613,IN_TRANSIT_TO,1638211326,UNKNOWN_CONGESTION_LEVEL,
y2105,49300417,77,1,13:40:00,20211129,SCHEDULED,y2105,2105,,42.42413330078125,-71.178466796875,89.0,0.0,0.0,4,2251,IN_TRANSIT_TO,1638211324,UNKNOWN_CONGESTION_LEVEL,EMPTY
y0869,49371255,116,1,13:25:00,20211129,SCHEDULED,y0869,0869,,42.39983367919922,-71.022216796875,219.0,0.0,0.0,15,5720,IN_TRANSIT_TO,1638211325,UNKNOWN_CONGESTION_LEVEL,EMPTY
y1630,49322849,32,1,13:36:00,20211129,SCHEDULED,y1630,1630,,42.255001068115234,-71.12422180175781,0.0,0.0,0.0,8,36466,IN_TRANSIT_TO,1638211321,UNKNOWN_CONGESTION_LEVEL,EMPTY
