id,trip.trip_id,trip.route_id,trip.direction_id,trip.start_time,trip.start_date,trip.schedule_relationship,vehicle.id,vehicle.label,vehicle.license_plate,position.latitude,position.longitude,position.bearing,position.odometer,position.speed,current_stop_sequence,stop_id,current_status,timestamp,congestion_level,occupancy_status
1638211327_91907,9412480__KPOB-CS:221:0:Weekday:2:21SEP:85031:12345,512,0,,20211129,SCHEDULED,91907,,,47.88218307495117,-122.23356628417969,0.0,0.0,0.0,4,2164,IN_TRANSIT_TO,1638211256,UNKNOWN_CONGESTION_LEVEL,
1638211327_91731,9412481__KPOB-CS:221:0:Weekday:2:21SEP:85021:12345,512,0,,20211129,SCHEDULED,91731,,,47.97401809692383,-122.20098114013672,0.0,0.0,0.0,2,2367,IN_TRANSIT_TO,1638211253,UNKNOWN_CONGESTION_LEVEL,
1638211327_91721,9412482__KPOB-CS:221:0:Weekday:2:21SEP:85011:12345,512,0,,20211129,SCHEDULED,91721,,,47.974815368652344,-122.19764709472656,0.0,0.0,0.0,1,2345,STOPPED_AT,1638211250,UNKNOWN_CONGESTION_LEVEL,
1638211327_91702,9412483__KPOB-CS:221:0:Weekday:2:21SEP:85009:12345,512,0,,20211129,SCHEDULED,91702,,,47.974632263183594,-122.19758605957031,0.0,0.0,0.0,1,2345,STOPPED_AT,1638211260,UNKNOWN_CONGESTION_LEVEL,
1638211327_91730,9412552__KPOB-CS:221:0:Weekday:2:21SEP:85033:12345,512,1,,20211129,SCHEDULED,91730,,,47.92995071411133,-122.19758605957031,0.0,0.0,0.0,6,3219,IN_TRANSIT_TO,1638211248,UNKNOWN_CONGESTION_LEVEL,
1638211327_91904,9412553__KPOB-CS:221:0:Weekday:2:21SEP:85018:12345,512,1,,20211129,SCHEDULED,91904,,,47.853084564208984,-122.25848388671875,0.0,0.0,0.0,4,2164,IN_TRANSIT_TO,1638211267,UNKNOWN_CONGESTION_LEVEL,
1638211327_91701,9412554__KPOB-CS:221:0:Weekday:2:21SEP:85015:12345,512,1,,20211129,SCHEDULED,91701,,,47.79558181762695,-122.31546783447266,0.0,0.0,0.0,3,2114,IN_TRANSIT_TO,1638211268,UNKNOWN_CONGESTION_LEVEL,
1638211327_9561,9412329__KPOB-CS:221:0:Weekday:2:21SEP:65003:12345,535,0,,20211129,SCHEDULED,9561,,,47.81575012207031,-122.2968978881836,0.0,0.0,0.0,1,2113,STOPPED_AT,1638211261,UNKNOWN_CONGESTION_LEVEL,
1638211327_9560,9412339__KPOB-CS:221:0:Weekday:2:21SEP:65001:12345,535,1,,20211129,SCHEDULED,9560,,,47.619232177734375,-122.20491790771484,0.0,0.0,0.0,1,2856,STOPPED_AT,1638211243,UNKNOWN_CONGESTION_LEVEL,
1638211327_9566,9412608__KPOB-CS:221:0:Weekday:2:21SEP:65002:12345,535,0,,20211129,SCHEDULED,9566,,,47.76409912109375,-122.19288635253906,0.0,0.0,0.0,7,1399,IN_TRANSIT_TO,1638211269,UNKNOWN_CONGESTION_LEVEL,
1638211327_91908,9412609__KPOB-CS:221:0:Weekday:2:21SEP:85030:12345,535,0,,20211129,SCHEDULED,91908,,,47.81629943847656,-122.29728698730469,0.0,0.0,0.0,1,2113,STOPPED_AT,1638211134,UNKNOWN_CONGESTION_LEVEL,
1638211327_91723,9412616__KPOB-CS:221:0:Weekday:2:21SEP:85005:12345,535,1,,20211129,SCHEDULED,91723,,,47.764034271240234,-122.19325256347656,0.0,0.0,0.0,7,2229,IN_TRANSIT_TO,1638211258,UNKNOWN_CONGESTION_LEVEL,
